"","ZONING_ID","old_id","use","use_final","use1","use2","use3","density_num","density_unit","note"
"4033","TVAP_TC_MUC","area_plan_92","Special Use","Privately owned assembly and entertainment","commercial","Entertainment","Privately owned assembly and entertainment",NA,NA,NA
"4034","TVAP_TC_MUC","area_plan_92","Special Use","Animal husbandry services","commercial","Services","Animal husbandry services",NA,NA,NA
"4035","TVAP_TC_MUC","area_plan_92","Allowed","Professional offices","commercial","Services","Professional offices",NA,NA,NA
"4036","TVAP_TC_MUC","area_plan_92","Allowed","Repair services","commercial","Services","Repair services",NA,NA,NA
"4037","TVAP_TC_MUC","area_plan_92","Allowed","Business support services","commercial","Services","Business support services",NA,NA,NA
"4038","TVAP_TC_MUC","area_plan_92","Special Use","Schools - business and vocational","commercial","Services","Schools - business and vocational",NA,NA,NA
"4039","TVAP_TC_MUC","area_plan_92","Special Use","Secondary storage","commercial","Services","Secondary storage",NA,NA,NA
"4040","TVAP_TC_MUC","area_plan_92","Allowed","Health care services","commercial","Services","Health care services",NA,NA,NA
"4041","TVAP_TC_MUC","area_plan_92","Special Use","Small scale manufacturing","commercial","Light Industrial","Small scale manufacturing",NA,NA,NA
"4042","TVAP_TC_MUC","area_plan_92","Special Use","Vehicle storage and parking","commercial","Wholesale/Storage","Vehicle storage and parking",NA,NA,NA
"4043","TVAP_TC_MUC","area_plan_92","Allowed","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"4044","TVAP_TC_MUC","area_plan_92","Allowed","Membership organizations","public services","General","Membership organizations",NA,NA,NA
"4045","TVAP_TC_MUC","area_plan_92","Allowed","Churches (Religious Assembly)","public services","General","Churches (Religious Assembly)",NA,NA,NA
"4046","TVAP_TC_MUC","area_plan_92","Allowed","Publicly owned assembly and entertainment","public services","General","Publicly owned assembly and entertainment",NA,NA,NA
"4047","TVAP_TC_MUC","area_plan_92","Allowed","Cultural facilities","public services","General","Cultural facilities",NA,NA,NA
"4048","TVAP_TC_MUC","area_plan_92","Allowed","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,NA
"4049","TVAP_TC_MUC","area_plan_92","Allowed","Government offices","public services","General","Government offices",NA,NA,NA
"4050","TVAP_TC_MUC","area_plan_92","Allowed","Local assembly and entertainment","public services","General","Local assembly and entertainment",NA,NA,NA
"4051","TVAP_TC_MUC","area_plan_92","Allowed","Local post office","public services","General","Local post office",NA,NA,NA
"4052","TVAP_TC_MUC","area_plan_92","Allowed","Social service organizations","public services","General","Social service organizations",NA,NA,NA
"4053","TVAP_TC_MUC","area_plan_92","Allowed","Threshold-related research facilities","public services","General","Threshold-related research facilities",NA,NA,NA
"4054","TVAP_TC_MUC","area_plan_92","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"4055","TVAP_TC_MUC","area_plan_92","Allowed","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"4056","TVAP_TC_MUC","area_plan_92","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"4057","TVAP_TC_MUC","area_plan_92","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"4058","TVAP_TC_MUC","area_plan_92","Allowed","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"4059","TVAP_TC_MUC","area_plan_92","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"4060","TVAP_TC_MUC","area_plan_92","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"4061","TVAP_TC_MUC","area_plan_92","Special Use","Visitor information centers","recreation","Recreation","Visitor information centers",NA,NA,NA
"4062","TVAP_TC_MUC","area_plan_92","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"4063","TVAP_TC_MUC","area_plan_92","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"4064","TVAP_TC_MUC","area_plan_92","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"4065","TVAP_TC_MUC","area_plan_92","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"4066","TVAP_TC_MUC","area_plan_92","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"4067","TVAP_TC_MUC","area_plan_92","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"4068","TVAP_TC_MUC","area_plan_92","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"4069","TVAP_TC_MUC","area_plan_92","Allowed","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"4070","TVAP_TC_MUC","area_plan_92","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"4071","TVAP_TC_MUC","area_plan_92","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"4072","TVAP_TC_MUC","area_plan_92","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"4073","TVAP_TC_MUC","area_plan_92","Allowed","Structural wildlife management","resource management","Wildlife And Fishes","Structural wildlife management",NA,NA,NA
"4074","TVAP_TC_MUC","area_plan_92","Allowed","Nonstructural wildlife management","resource management","Wildlife And Fishes","Nonstructural wildlife management",NA,NA,NA
"4075","TVAP_TC_MUC","area_plan_92","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"4076","TVAP_TC_MUC","area_plan_92","Allowed","Prescribed fire / burning management","resource management","Vegetation Protection","Prescribed fire / burning management",NA,NA,NA
"4077","TVAP_TC_MUC","area_plan_92","Allowed","Fuels treatment / management","resource management","Vegetation Protection","Fuels treatment / management",NA,NA,NA
"4078","TVAP_TC_MUC","area_plan_92","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"4079","TVAP_TC_MUC","area_plan_92","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"4080","TVAP_TC_MUC","area_plan_92","Allowed","Open Space","resource management","Open Space","Open Space",NA,NA,NA
"4081","TVAP_TC_MUC","area_plan_92","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"4082","TVAP_TC_MUC","area_plan_92","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"4083","TVAP_TC_MUC","area_plan_92","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"4084","TVAP_TC_NP","area_plan_93","Allowed","Nursing and personal care","residential","Residential","Nursing and personal care",25,"persons per acre per parcel",NA
"4085","TVAP_TC_NP","area_plan_93","Allowed","Employee housing","residential","Residential","Employee housing",25,"units per acre per parcel",NA
"4086","TVAP_TC_NP","area_plan_93","Allowed","Residential care","residential","Residential","Residential care",25,"persons per acre per parcel",NA
"4087","TVAP_TC_NP","area_plan_93","Special Use","Mobile home dwelling","residential","Residential","Mobile home dwelling",8,"units per acre per parcel",NA
"4088","TVAP_TC_NP","area_plan_93","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"4089","TVAP_TC_NP","area_plan_93","Allowed","Multiple family dwelling","residential","Residential","Multiple family dwelling",25,"units per acre per parcel",NA
"4090","TVAP_TC_NP","area_plan_93","Allowed","Multi-person dwelling","residential","Residential","Multi-person dwelling",25,"persons per acre per parcel",NA
"4091","TVAP_TC_NP","area_plan_93","Allowed","Bed and breakfast facilities","tourist accommodation","Tourist Accommodation","Bed and breakfast facilities",NA,NA,NA
"4092","TVAP_TC_NP","area_plan_93","Special Use","Hotel, motel, and other transient dwelling units","tourist accommodation","Tourist Accommodation","Hotel, motel, and other transient dwelling units",NA,NA,NA
"4093","TVAP_TC_NP","area_plan_93","Allowed","Animal husbandry services","commercial","Services","Animal husbandry services",NA,NA,NA
"4094","TVAP_TC_NP","area_plan_93","Allowed","Professional offices","commercial","Services","Professional offices",NA,NA,NA
"4095","TVAP_TC_NP","area_plan_93","Allowed","Business support services","commercial","Services","Business support services",NA,NA,NA
"4096","TVAP_TC_NP","area_plan_93","Special Use","Schools - business and vocational","commercial","Services","Schools - business and vocational",NA,NA,NA
"4097","TVAP_TC_NP","area_plan_93","Special Use","Secondary storage","commercial","Services","Secondary storage",NA,NA,NA
"4098","TVAP_TC_NP","area_plan_93","Allowed","Health care services","commercial","Services","Health care services",NA,NA,NA
"4099","TVAP_TC_NP","area_plan_93","Special Use","Small scale manufacturing","commercial","Light Industrial","Small scale manufacturing",NA,NA,NA
"4100","TVAP_TC_NP","area_plan_93","Special Use","Vehicle storage and parking","commercial","Wholesale/Storage","Vehicle storage and parking",NA,NA,NA
"4101","TVAP_TC_NP","area_plan_93","Allowed","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"4102","TVAP_TC_NP","area_plan_93","Allowed","Membership organizations","public services","General","Membership organizations",NA,NA,NA
"4103","TVAP_TC_NP","area_plan_93","Allowed","Churches (Religious Assembly)","public services","General","Churches (Religious Assembly)",NA,NA,NA
"4104","TVAP_TC_NP","area_plan_93","Allowed","Cultural facilities","public services","General","Cultural facilities",NA,NA,NA
"4105","TVAP_TC_NP","area_plan_93","Allowed","Day care centers / pre-schools","public services","General","Day care centers / pre-schools",NA,NA,NA
"4106","TVAP_TC_NP","area_plan_93","Allowed","Government offices","public services","General","Government offices",NA,NA,NA
"4107","TVAP_TC_NP","area_plan_93","Special Use","Schools - college","public services","General","Schools - college",NA,NA,NA
"4108","TVAP_TC_NP","area_plan_93","Special Use","Local assembly and entertainment","public services","General","Local assembly and entertainment",NA,NA,NA
"4109","TVAP_TC_NP","area_plan_93","Special Use","Schools - kindergarten through secondary","public services","General","Schools - kindergarten through secondary",NA,NA,NA
"4110","TVAP_TC_NP","area_plan_93","Allowed","Social service organizations","public services","General","Social service organizations",NA,NA,NA
"4111","TVAP_TC_NP","area_plan_93","Allowed","Threshold-related research facilities","public services","General","Threshold-related research facilities",NA,NA,NA
"4112","TVAP_TC_NP","area_plan_93","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"4113","TVAP_TC_NP","area_plan_93","Allowed","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"4114","TVAP_TC_NP","area_plan_93","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"4115","TVAP_TC_NP","area_plan_93","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
